,Disease,CombinedColumn,Drug Reaction,Specialities
826,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Dengue,Internal Medcine
827,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Migraine,Neurologist
828,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Cervical spondylosis,Neurologist
829,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Paralysis (brain hemorrhage),Neurologist
830,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",AIDS,Osteopathic
831,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
832,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Common Cold,Otolaryngologist
833,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Typhoid,Pediatrician
834,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Varicose veins,Phlebologist
835,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Bronchial Asthma,Pulmonologist
836,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Pneumonia,Pulmonologist
837,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Osteoarthristis,Rheumatologists
838,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Arthritis,Rheumatologists
839,Hyperthyroidism,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",Tuberculosis,Tuberculosis
840,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Allergy,Allergist
841,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Hypertension ,Cardiologist
842,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Heart attack,Cardiologist
843,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Psoriasis,Dermatologist
844,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Chicken pox,Dermatologist
845,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Acne,Dermatologist
846,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Impetigo,Dermatologist
847,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Fungal infection,Dermatologist
848,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Hypothyroidism,Endocrinologist
849,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Diabetes ,Endocrinologist
850,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Hypoglycemia,Endocrinologist
851,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Hyperthyroidism,Endocrinologist
852,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",GERD,Gastroenterologist
853,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Peptic ulcer diseae,Gastroenterologist
854,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Jaundice,Gastroenterologist
855,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Dimorphic hemmorhoids(piles),Gastroenterologist 
856,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Gastroenteritis,Gastroenterologist
857,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Urinary tract infection,Gynecologist
858,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Chronic cholestasis,Hepatologist
859,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",hepatitis A,Hepatologist
860,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Hepatitis B,hepatologist
861,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Hepatitis C,Hepatologist
862,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Hepatitis E,Hepatologist
863,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Hepatitis D,Hepatologist
864,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Alcoholic hepatitis,Hepatologist
865,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Malaria,Internal Medcine
866,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Dengue,Internal Medcine
867,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Migraine,Neurologist
868,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Cervical spondylosis,Neurologist
869,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Paralysis (brain hemorrhage),Neurologist
870,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",AIDS,Osteopathic
871,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
872,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Common Cold,Otolaryngologist
873,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Typhoid,Pediatrician
874,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Varicose veins,Phlebologist
875,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Bronchial Asthma,Pulmonologist
876,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Pneumonia,Pulmonologist
877,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Osteoarthristis,Rheumatologists
878,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Arthritis,Rheumatologists
879,Urinary tract infection,"drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Tuberculosis,Tuberculosis
880,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Allergy,Allergist
881,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Hypertension ,Cardiologist
882,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Heart attack,Cardiologist
883,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Psoriasis,Dermatologist
884,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Chicken pox,Dermatologist
885,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Acne,Dermatologist
886,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Impetigo,Dermatologist
887,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Fungal infection,Dermatologist
888,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Hypothyroidism,Endocrinologist
889,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Diabetes ,Endocrinologist
890,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Hypoglycemia,Endocrinologist
891,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Hyperthyroidism,Endocrinologist
892,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",GERD,Gastroenterologist
893,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Peptic ulcer diseae,Gastroenterologist
894,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Jaundice,Gastroenterologist
895,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Dimorphic hemmorhoids(piles),Gastroenterologist 
896,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Gastroenteritis,Gastroenterologist
897,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Urinary tract infection,Gynecologist
898,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Chronic cholestasis,Hepatologist
899,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",hepatitis A,Hepatologist
900,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Hepatitis B,hepatologist
901,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Hepatitis C,Hepatologist
902,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Hepatitis E,Hepatologist
903,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Hepatitis D,Hepatologist
904,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Alcoholic hepatitis,Hepatologist
905,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Malaria,Internal Medcine
906,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Dengue,Internal Medcine
907,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Migraine,Neurologist
908,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Cervical spondylosis,Neurologist
909,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Paralysis (brain hemorrhage),Neurologist
910,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",AIDS,Osteopathic
911,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
912,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Common Cold,Otolaryngologist
913,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Typhoid,Pediatrician
914,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Varicose veins,Phlebologist
915,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Bronchial Asthma,Pulmonologist
916,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Pneumonia,Pulmonologist
917,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Osteoarthristis,Rheumatologists
918,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Arthritis,Rheumatologists
919,Varicose veins,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",Tuberculosis,Tuberculosis
920,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Allergy,Allergist
921,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Hypertension ,Cardiologist
922,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Heart attack,Cardiologist
923,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Psoriasis,Dermatologist
924,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Chicken pox,Dermatologist
925,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Acne,Dermatologist
926,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Impetigo,Dermatologist
927,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Fungal infection,Dermatologist
928,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Hypothyroidism,Endocrinologist
929,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Diabetes ,Endocrinologist
930,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Hypoglycemia,Endocrinologist
931,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Hyperthyroidism,Endocrinologist
932,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",GERD,Gastroenterologist
933,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Peptic ulcer diseae,Gastroenterologist
934,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Jaundice,Gastroenterologist
935,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Dimorphic hemmorhoids(piles),Gastroenterologist 
936,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Gastroenteritis,Gastroenterologist
937,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Urinary tract infection,Gynecologist
938,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Chronic cholestasis,Hepatologist
939,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",hepatitis A,Hepatologist
940,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Hepatitis B,hepatologist
941,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Hepatitis C,Hepatologist
942,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Hepatitis E,Hepatologist
943,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Hepatitis D,Hepatologist
944,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Alcoholic hepatitis,Hepatologist
945,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Malaria,Internal Medcine
946,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Dengue,Internal Medcine
947,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Migraine,Neurologist
948,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Cervical spondylosis,Neurologist
949,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Paralysis (brain hemorrhage),Neurologist
950,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",AIDS,Osteopathic
951,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
952,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Common Cold,Otolaryngologist
953,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Typhoid,Pediatrician
954,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Varicose veins,Phlebologist
955,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Bronchial Asthma,Pulmonologist
956,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Pneumonia,Pulmonologist
957,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Osteoarthristis,Rheumatologists
958,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Arthritis,Rheumatologists
959,AIDS,"avoid open cuts, wear ppe if possible, consult doctor, follow up",Tuberculosis,Tuberculosis
960,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Allergy,Allergist
961,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Hypertension ,Cardiologist
962,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Heart attack,Cardiologist
963,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Psoriasis,Dermatologist
964,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Chicken pox,Dermatologist
965,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Acne,Dermatologist
966,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Impetigo,Dermatologist
967,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Fungal infection,Dermatologist
968,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Hypothyroidism,Endocrinologist
969,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Diabetes ,Endocrinologist
970,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Hypoglycemia,Endocrinologist
971,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Hyperthyroidism,Endocrinologist
972,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",GERD,Gastroenterologist
973,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Peptic ulcer diseae,Gastroenterologist
974,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Jaundice,Gastroenterologist
975,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Dimorphic hemmorhoids(piles),Gastroenterologist 
976,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Gastroenteritis,Gastroenterologist
977,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Urinary tract infection,Gynecologist
978,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Chronic cholestasis,Hepatologist
979,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",hepatitis A,Hepatologist
980,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Hepatitis B,hepatologist
981,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Hepatitis C,Hepatologist
982,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Hepatitis E,Hepatologist
983,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Hepatitis D,Hepatologist
984,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Alcoholic hepatitis,Hepatologist
985,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Malaria,Internal Medcine
986,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Dengue,Internal Medcine
987,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Migraine,Neurologist
988,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Cervical spondylosis,Neurologist
989,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Paralysis (brain hemorrhage),Neurologist
990,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",AIDS,Osteopathic
991,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
992,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Common Cold,Otolaryngologist
993,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Typhoid,Pediatrician
994,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Varicose veins,Phlebologist
995,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Bronchial Asthma,Pulmonologist
996,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Pneumonia,Pulmonologist
997,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Osteoarthristis,Rheumatologists
998,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Arthritis,Rheumatologists
999,Paralysis (brain hemorrhage),"massage, eat healthy, exercise, consult doctor",Tuberculosis,Tuberculosis
1000,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Allergy,Allergist
1001,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Hypertension ,Cardiologist
1002,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Heart attack,Cardiologist
1003,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Psoriasis,Dermatologist
1004,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Chicken pox,Dermatologist
1005,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Acne,Dermatologist
1006,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Impetigo,Dermatologist
1007,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Fungal infection,Dermatologist
1008,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Hypothyroidism,Endocrinologist
1009,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Diabetes ,Endocrinologist
1010,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Hypoglycemia,Endocrinologist
1011,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Hyperthyroidism,Endocrinologist
1012,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",GERD,Gastroenterologist
1013,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Peptic ulcer diseae,Gastroenterologist
1014,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Jaundice,Gastroenterologist
1015,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Dimorphic hemmorhoids(piles),Gastroenterologist 
1016,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Gastroenteritis,Gastroenterologist
1017,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Urinary tract infection,Gynecologist
1018,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Chronic cholestasis,Hepatologist
1019,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",hepatitis A,Hepatologist
1020,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Hepatitis B,hepatologist
1021,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Hepatitis C,Hepatologist
1022,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Hepatitis E,Hepatologist
1023,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Hepatitis D,Hepatologist
1024,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Alcoholic hepatitis,Hepatologist
1025,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Malaria,Internal Medcine
1026,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Dengue,Internal Medcine
1027,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Migraine,Neurologist
1028,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Cervical spondylosis,Neurologist
1029,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Paralysis (brain hemorrhage),Neurologist
1030,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",AIDS,Osteopathic
1031,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1032,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Common Cold,Otolaryngologist
1033,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Typhoid,Pediatrician
1034,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Varicose veins,Phlebologist
1035,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Bronchial Asthma,Pulmonologist
1036,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Pneumonia,Pulmonologist
1037,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Osteoarthristis,Rheumatologists
1038,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Arthritis,Rheumatologists
1039,Typhoid,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",Tuberculosis,Tuberculosis
1040,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Allergy,Allergist
1041,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Hypertension ,Cardiologist
1042,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Heart attack,Cardiologist
1043,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Psoriasis,Dermatologist
1044,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Chicken pox,Dermatologist
1045,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Acne,Dermatologist
1046,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Impetigo,Dermatologist
1047,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Fungal infection,Dermatologist
1048,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Hypothyroidism,Endocrinologist
1049,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Diabetes ,Endocrinologist
1050,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Hypoglycemia,Endocrinologist
1051,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Hyperthyroidism,Endocrinologist
1052,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",GERD,Gastroenterologist
1053,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Peptic ulcer diseae,Gastroenterologist
1054,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Jaundice,Gastroenterologist
1055,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Dimorphic hemmorhoids(piles),Gastroenterologist 
1056,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Gastroenteritis,Gastroenterologist
1057,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Urinary tract infection,Gynecologist
1058,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Chronic cholestasis,Hepatologist
1059,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",hepatitis A,Hepatologist
1060,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Hepatitis B,hepatologist
1061,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Hepatitis C,Hepatologist
1062,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Hepatitis E,Hepatologist
1063,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Hepatitis D,Hepatologist
1064,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Alcoholic hepatitis,Hepatologist
1065,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Malaria,Internal Medcine
1066,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Dengue,Internal Medcine
1067,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Migraine,Neurologist
1068,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Cervical spondylosis,Neurologist
1069,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Paralysis (brain hemorrhage),Neurologist
1070,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",AIDS,Osteopathic
1071,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1072,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Common Cold,Otolaryngologist
1073,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Typhoid,Pediatrician
1074,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Varicose veins,Phlebologist
1075,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Bronchial Asthma,Pulmonologist
1076,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Pneumonia,Pulmonologist
1077,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Osteoarthristis,Rheumatologists
1078,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Arthritis,Rheumatologists
1079,Hepatitis B,"consult nearest hospital, vaccination, eat healthy, medication",Tuberculosis,Tuberculosis
1080,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Allergy,Allergist
