Disease,Precautions,Symptoms,Specialities
Hypertension ,meditation salt bath reduce stress get proper sleep,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Hypertension ,meditation salt bath reduce stress get proper sleep,Common Cold,Otolaryngologist
Hypertension ,meditation salt bath reduce stress get proper sleep,Typhoid,Pediatrician
Hypertension ,meditation salt bath reduce stress get proper sleep,Varicose veins,Phlebologist
Hypertension ,meditation salt bath reduce stress get proper sleep,Bronchial Asthma,Pulmonologist
Hypertension ,meditation salt bath reduce stress get proper sleep,Pneumonia,Pulmonologist
Hypertension ,meditation salt bath reduce stress get proper sleep,Osteoarthristis,Rheumatologists
Hypertension ,meditation salt bath reduce stress get proper sleep,Arthritis,Rheumatologists
Hypertension ,meditation salt bath reduce stress get proper sleep,Tuberculosis,Internist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Allergy,Allergist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Hypertension ,Cardiologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Heart attack,Cardiologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Psoriasis,Dermatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Chicken pox,Dermatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Acne,Dermatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Impetigo,Dermatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Fungal infection,Dermatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Hypothyroidism,Endocrinologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Diabetes ,Endocrinologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Hypoglycemia,Endocrinologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Hyperthyroidism,Endocrinologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,GERD,Gastroenterologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Peptic ulcer diseae,Gastroenterologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Jaundice,Gastroenterologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Dimorphic hemmorhoids(piles),Gastroenterologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Gastroenteritis,Gastroenterologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Urinary tract infection,Gynecologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Chronic cholestasis,Hepatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,hepatitis A,Hepatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Hepatitis B,hepatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Hepatitis C,Hepatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Hepatitis E,Hepatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Hepatitis D,Hepatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Alcoholic hepatitis,Hepatologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Malaria,Internal Medcine
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Dengue,Internal Medcine
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Migraine,Neurologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Cervical spondylosis,Neurologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Paralysis (brain hemorrhage),Neurologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,AIDS,Osteopathic
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Common Cold,Otolaryngologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Typhoid,Pediatrician
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Varicose veins,Phlebologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Bronchial Asthma,Pulmonologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Pneumonia,Pulmonologist
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Osteoarthristis,Rheumatologists
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Arthritis,Rheumatologists
Peptic ulcer diseae,avoid fatty spicy food consume probiotic food eliminate milk limit alcohol,Tuberculosis,Internist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Allergy,Allergist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Hypertension ,Cardiologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Heart attack,Cardiologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Psoriasis,Dermatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Chicken pox,Dermatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Acne,Dermatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Impetigo,Dermatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Fungal infection,Dermatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Hypothyroidism,Endocrinologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Diabetes ,Endocrinologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Hypoglycemia,Endocrinologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Hyperthyroidism,Endocrinologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,GERD,Gastroenterologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Peptic ulcer diseae,Gastroenterologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Jaundice,Gastroenterologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Dimorphic hemmorhoids(piles),Gastroenterologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Gastroenteritis,Gastroenterologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Urinary tract infection,Gynecologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Chronic cholestasis,Hepatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,hepatitis A,Hepatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Hepatitis B,hepatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Hepatitis C,Hepatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Hepatitis E,Hepatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Hepatitis D,Hepatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Alcoholic hepatitis,Hepatologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Malaria,Internal Medcine
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Dengue,Internal Medcine
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Migraine,Neurologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Cervical spondylosis,Neurologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Paralysis (brain hemorrhage),Neurologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,AIDS,Osteopathic
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Common Cold,Otolaryngologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Typhoid,Pediatrician
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Varicose veins,Phlebologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Bronchial Asthma,Pulmonologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Pneumonia,Pulmonologist
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Osteoarthristis,Rheumatologists
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Arthritis,Rheumatologists
Dimorphic hemmorhoids(piles),avoid fatty spicy food consume witch hazel warm bath epsom salt consume alovera juice,Tuberculosis,Internist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Allergy,Allergist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Hypertension ,Cardiologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Heart attack,Cardiologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Psoriasis,Dermatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Chicken pox,Dermatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Acne,Dermatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Impetigo,Dermatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Fungal infection,Dermatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Hypothyroidism,Endocrinologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Diabetes ,Endocrinologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Hypoglycemia,Endocrinologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Hyperthyroidism,Endocrinologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,GERD,Gastroenterologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Peptic ulcer diseae,Gastroenterologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Jaundice,Gastroenterologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Dimorphic hemmorhoids(piles),Gastroenterologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Gastroenteritis,Gastroenterologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Urinary tract infection,Gynecologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Chronic cholestasis,Hepatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,hepatitis A,Hepatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Hepatitis B,hepatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Hepatitis C,Hepatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Hepatitis E,Hepatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Hepatitis D,Hepatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Alcoholic hepatitis,Hepatologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Malaria,Internal Medcine
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Dengue,Internal Medcine
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Migraine,Neurologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Cervical spondylosis,Neurologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Paralysis (brain hemorrhage),Neurologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,AIDS,Osteopathic
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Common Cold,Otolaryngologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Typhoid,Pediatrician
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Varicose veins,Phlebologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Bronchial Asthma,Pulmonologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Pneumonia,Pulmonologist
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Osteoarthristis,Rheumatologists
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Arthritis,Rheumatologists
Common Cold,drink vitamin c rich drink take vapour avoid cold food keep fever check,Tuberculosis,Internist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Allergy,Allergist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Hypertension ,Cardiologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Heart attack,Cardiologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Psoriasis,Dermatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Chicken pox,Dermatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Acne,Dermatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Impetigo,Dermatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Fungal infection,Dermatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Hypothyroidism,Endocrinologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Diabetes ,Endocrinologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Hypoglycemia,Endocrinologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Hyperthyroidism,Endocrinologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,GERD,Gastroenterologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Peptic ulcer diseae,Gastroenterologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Jaundice,Gastroenterologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Dimorphic hemmorhoids(piles),Gastroenterologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Gastroenteritis,Gastroenterologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Urinary tract infection,Gynecologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Chronic cholestasis,Hepatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,hepatitis A,Hepatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Hepatitis B,hepatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Hepatitis C,Hepatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Hepatitis E,Hepatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Hepatitis D,Hepatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Alcoholic hepatitis,Hepatologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Malaria,Internal Medcine
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Dengue,Internal Medcine
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Migraine,Neurologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Cervical spondylosis,Neurologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Paralysis (brain hemorrhage),Neurologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,AIDS,Osteopathic
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Common Cold,Otolaryngologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Typhoid,Pediatrician
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Varicose veins,Phlebologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Bronchial Asthma,Pulmonologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Pneumonia,Pulmonologist
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Osteoarthristis,Rheumatologists
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Arthritis,Rheumatologists
Chicken pox,use neem bathing consume neem leaf take vaccine avoid public place,Tuberculosis,Internist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Allergy,Allergist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Hypertension ,Cardiologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Heart attack,Cardiologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Psoriasis,Dermatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Chicken pox,Dermatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Acne,Dermatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Impetigo,Dermatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Fungal infection,Dermatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Hypothyroidism,Endocrinologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Diabetes ,Endocrinologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Hypoglycemia,Endocrinologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Hyperthyroidism,Endocrinologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,GERD,Gastroenterologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Peptic ulcer diseae,Gastroenterologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Jaundice,Gastroenterologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Dimorphic hemmorhoids(piles),Gastroenterologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Gastroenteritis,Gastroenterologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Urinary tract infection,Gynecologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Chronic cholestasis,Hepatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,hepatitis A,Hepatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Hepatitis B,hepatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Hepatitis C,Hepatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Hepatitis E,Hepatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Hepatitis D,Hepatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Alcoholic hepatitis,Hepatologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Malaria,Internal Medcine
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Dengue,Internal Medcine
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Migraine,Neurologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Cervical spondylosis,Neurologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Paralysis (brain hemorrhage),Neurologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,AIDS,Osteopathic
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Common Cold,Otolaryngologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Typhoid,Pediatrician
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Varicose veins,Phlebologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Bronchial Asthma,Pulmonologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Pneumonia,Pulmonologist
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Osteoarthristis,Rheumatologists
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Arthritis,Rheumatologists
Cervical spondylosis,use heating pad cold pack exercise take otc pain reliver consult doctor,Tuberculosis,Internist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Allergy,Allergist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Hypertension ,Cardiologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Heart attack,Cardiologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Psoriasis,Dermatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Chicken pox,Dermatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Acne,Dermatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Impetigo,Dermatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Fungal infection,Dermatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Hypothyroidism,Endocrinologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Diabetes ,Endocrinologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Hypoglycemia,Endocrinologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Hyperthyroidism,Endocrinologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,GERD,Gastroenterologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Peptic ulcer diseae,Gastroenterologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Jaundice,Gastroenterologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Dimorphic hemmorhoids(piles),Gastroenterologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Gastroenteritis,Gastroenterologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Urinary tract infection,Gynecologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Chronic cholestasis,Hepatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,hepatitis A,Hepatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Hepatitis B,hepatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Hepatitis C,Hepatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Hepatitis E,Hepatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Hepatitis D,Hepatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Alcoholic hepatitis,Hepatologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Malaria,Internal Medcine
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Dengue,Internal Medcine
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Migraine,Neurologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Cervical spondylosis,Neurologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Paralysis (brain hemorrhage),Neurologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,AIDS,Osteopathic
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Common Cold,Otolaryngologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Typhoid,Pediatrician
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Varicose veins,Phlebologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Bronchial Asthma,Pulmonologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Pneumonia,Pulmonologist
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Osteoarthristis,Rheumatologists
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Arthritis,Rheumatologists
Hyperthyroidism,eat healthy massage use lemon balm take radioactive iodine treatment,Tuberculosis,Internist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Allergy,Allergist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Hypertension ,Cardiologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Heart attack,Cardiologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Psoriasis,Dermatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Chicken pox,Dermatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Acne,Dermatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Impetigo,Dermatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Fungal infection,Dermatologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Hypothyroidism,Endocrinologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Diabetes ,Endocrinologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Hypoglycemia,Endocrinologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Hyperthyroidism,Endocrinologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,GERD,Gastroenterologist
Urinary tract infection,drink plenty water increase vitamin c intake drink cranberry juice take probiotic,Peptic ulcer diseae,Gastroenterologist
